Date,Strategy_Value,Benchmark_Value
20240415,1.0787572656346376,1.0585990872679498
20240416,1.0889245732932076,1.0589617390704626
20240417,1.0942770761412612,1.0598219864676206
20240418,1.1046414014400805,1.0603616074146727
20240419,1.1004481141861333,1.0607307365192078
20240420,1.1053412248064562,1.0612348865266135
20240421,1.115682019376511,1.0621304352197931
20240422,1.1190419011269408,1.0628685546295344
20240423,1.122996678686367,1.0636713545266132
20240424,1.1261686766178907,1.0644306485451085
20240425,1.1206963202117264,1.0654503609491974
20240426,1.1119308870472109,1.066546598050036
20240427,1.1080047362205305,1.0677588405456653
20240428,1.1075327014474043,1.068352392743127
20240429,1.1078714882475844,1.0687985400531372
20240430,1.1292839780242485,1.0690943214233433
20240501,1.1366883325735737,1.0693606464914953
20240502,1.1216827450697553,1.0695703568555426
20240503,1.1328711471216348,1.0699142399043384
20240504,1.1347391528213622,1.0703115606948184
20240505,1.1539889319249055,1.0704688666010753
20240506,1.1596139456743697,1.0706413016341987
20240507,1.1426039020910044,1.0702630734625367
20240508,1.143248142812866,1.0706090385012683
20240509,1.1552789728015407,1.0707084805094589
20240510,1.1563790691800642,1.071606928566401
20240511,1.1660839214391114,1.0717740275364296
20240512,1.1774259276328447,1.0722085157028
20240513,1.1875380425051285,1.0724261067843077
20240514,1.180226223590934,1.0725385342408384
20240515,1.1848558735901402,1.0727668128706829
20240516,1.1826413674667207,1.0730880562066958
20240517,1.1947029962554117,1.0732246964350718
20240518,1.2020521301714344,1.0735152188529216
20240519,1.2075338431750722,1.073885751372895
20240520,1.1966130509497364,1.0739902981119651
20240521,1.186053295290596,1.073946452946133
20240522,1.1772405221983884,1.0739679976864311
20240523,1.190812768079745,1.0741841390860576
20240524,1.1993604375768752,1.0742940681546653
20240525,1.1928377195632807,1.0750739661624509
20240526,1.1834218357922712,1.0750917633208645
20240527,1.1906735329982965,1.0752495935801423
20240528,1.191396914940453,1.074963852028071
20240529,1.206557777407103,1.075561876648358
20240530,1.1932599360242646,1.0753100483990177
20240531,1.1951415589149577,1.0755813548208677
20240601,1.2073993699334093,1.0760343187201493
20240602,1.220038824310111,1.0762107172452244
20240603,1.220529015337858,1.0762831242285456
20240604,1.2079279898436361,1.076753083334562
20240605,1.1905826124901107,1.0768889061891116
20240606,1.1925741197070827,1.0770630376584787
20240607,1.1980406839338589,1.0773454171823575
20240608,1.1921423517195113,1.077501612693982
20240609,1.1963444107835899,1.0775247921819335
20240610,1.1957728229272282,1.077453017506667
20240611,1.1717538802728673,1.0778202805313337
20240612,1.181515373363048,1.0780010589463478
20240613,1.1826608046840907,1.0777762657218772
20240614,1.1797318555107434,1.077881814900546
20240615,1.1848372439362425,1.0779543915274916
20240616,1.1878828442608274,1.0783021609575008
20240617,1.1823608366246185,1.0785972945975044
20240618,1.1895507691485134,1.0786466608922034
20240619,1.1936366783076477,1.0788894826073028
20240620,1.1941878821480854,1.0788868299979033
20240621,1.2094221215026584,1.07912940495864
20240622,1.210870834678112,1.0795748736941528
20240623,1.1731291887133815,1.0797944079662671
20240624,1.177857779161465,1.0797853243212883
20240625,1.1767699633171254,1.0800360575981436
20240626,1.183272046691649,1.0802123790124805
20240627,1.1789608551707313,1.0801838017728438
20240628,1.1562459047481668,1.0804464409477021
20240629,1.1638579144979642,1.0807692727649252
20240630,1.1664376063930066,1.080709003011822
20240701,1.1681822219635543,1.0809481696779233
20240702,1.1883410947608901,1.080965874303451
20240703,1.2021093557899099,1.0812710014951463
20240704,1.2093448181854383,1.081316327187155
20240705,1.2102899459183096,1.0816591306856138
20240706,1.2230205714263436,1.0818497946972858
20240707,1.2318348761044473,1.0821401012050682
20240708,1.2307139501577393,1.082346572918104
20240709,1.2204370923370857,1.0828562132100812
20240710,1.2170769042694767,1.083126131638641
20240711,1.234760372247775,1.0835309013264465
20240712,1.2420045786064182,1.0836844904951146
20240713,1.2579065894116175,1.0839580948169678
20240714,1.2571605121511846,1.0841563619474421
20240715,1.2769225371193764,1.0845757980976842
20240716,1.2922006355246056,1.0847182062092897
20240717,1.3173677663546222,1.0851101600923798
20240718,1.3253632573657446,1.0852068878025802
20240719,1.3261103928127964,1.0855348243506828
20240720,1.322752404659474,1.0857826736859235
20240721,1.3176357103453613,1.0859932785345356
20240722,1.2984321015948264,1.0862456465590444
20240723,1.2994072205642417,1.0865884192132076
20240724,1.2870363785066703,1.086716623526807
20240725,1.3056130116854434,1.087026300252066
20240726,1.2880466404106432,1.0873329696585283
20240727,1.2913051033277463,1.0876226130139608
20240728,1.2912591835978846,1.0878148346625476
20240729,1.3139741897144817,1.0881023960280445
20240730,1.3321817663863678,1.0884075540640352
20240731,1.3192269167031694,1.0886679261831858
20240801,1.3141149006877932,1.0889850826500653
20240802,1.328333754287396,1.0891860795006778
20240803,1.333681857306876,1.0894080042056813
20240804,1.3302664486059643,1.089601829757626
20240805,1.3273415372499788,1.0898712084110171
20240806,1.3254781263079394,1.0899039958969685
20240807,1.324434809995631,1.090279741102855
20240808,1.3294321798449422,1.0903582552566546
20240809,1.3288425192750084,1.0906062742355196
20240810,1.3486996418038295,1.0909204388057507
20240811,1.364168492270643,1.0909035669761975
20240812,1.3686512492589211,1.091126201099994
20240813,1.368140395745087,1.0913425892539834
20240814,1.362369185160102,1.091548366970374
20240815,1.3687405267931458,1.091542907530098
20240816,1.3502347364238136,1.091562154370393
20240817,1.3538026075389114,1.0914872644212965
20240818,1.347196348476448,1.0916396506624462
20240819,1.3608966906327369,1.0918902914064152
20240820,1.3613638800250287,1.0918210151190717
20240821,1.358911421147414,1.0917939646720545
20240822,1.3546632195773436,1.0918648140184608
20240823,1.3447729897308558,1.0920444357723995
20240824,1.351000390136698,1.092150478459794
20240825,1.3611599563247396,1.092118662569146
20240826,1.3678374202078556,1.0921736733698928
20240827,1.3684495533199352,1.0921587138866509
20240828,1.3700984865425117,1.0922208497196224
20240829,1.3591242001988832,1.0922853914076307
20240830,1.363423751666992,1.0923429777070388
20240831,1.358736179873903,1.0923659567070705
20240901,1.3523213412014148,1.092442913223955
20240902,1.3567143194091753,1.0927889091069818
20240903,1.3466744675441633,1.0929637345729943
20240904,1.3655479499165841,1.0933374286332407
20240905,1.3799647401079738,1.0934088023326676
20240906,1.369572010852539,1.0936586719692534
20240907,1.3693464500205927,1.0941571466263156
20240908,1.367764488872193,1.0943501856487292
20240909,1.361469726533946,1.0947497118063265
